candidate_id,first_name,last_name,email,phone,location_city,location_country,current_company,current_title,linkedin_url,created_date
CAND-1732,Alexander,Koch,alexander.koch@outlook.com,(515)456-6847,Kaunas,Lithuania,Adform,Senior Financial Analyst,linkedin.com/in/alexander-koch-403,2025-04-04
CAND-1733,Marius,Petrov,marius.petrov1@gmail.com,265.633.7746,Kaunas,Lithuania,Bolt,Senior Customer Support Specialist,linkedin.com/in/marius-petrov-303,2024-01-05
CAND-1734,Lukas,Ambrazas,lukas.ambrazas@outlook.com,,Warsaw,Poland,Vinted,Senior Customer Support Specialist,linkedin.com/in/lukas-ambrazas-283,2024-09-18
CAND-1735,Adam,Kowalczyk,adam.kowalczyk@outlook.com,5678200784,Vilnius,Lithuania,SEB,Senior FP&A Analyst,linkedin.com/in/adam-kowalczyk-796,2024-11-23
CAND-1736,Jana,Muller,jana.muller@gmail.com,342-944-2607,Vilnius,Lithuania,Pipedrive,L&D Specialist,,2025-02-18
CAND-1737,Serhiy,Melnyk,serhiy.melnyk@yahoo.com,(943)473-4764x273,Hamburg,Germany,Zynga,Senior Compliance Manager,linkedin.com/in/serhiy-melnyk-107,2025-01-18
CAND-1738,Julian,Fischer,julian.fischer@protonmail.com,6377638821,Amsterdam,Netherlands,Pipedrive,Financial Analyst,,2024-04-12
CAND-1739,Bohdan,Kravchenko,bohdan.kravchenko@outlook.com,541.448.4601x91344,Vilnius,Lithuania,Tesonet,Senior Legal Counsel,linkedin.com/in/bohdan-kravchenko-981,2025-02-18
CAND-1740,Matas,Stankus,matas.stankus@gmail.com,,Riga,Latvia,LMT,Senior HR Business Partner,linkedin.com/in/matas-stankus-549,2025-04-29
CAND-1741,Daria,Toth,daria.toth@protonmail.com,+1-578-402-0586x9507,Warsaw,Poland,Tesonet,Platform Engineer,linkedin.com/in/daria-toth-689,2024-04-06
CAND-1742,Vilius,Gudas,vilius.gudas1@gmail.com,,Vilnius,Lithuania,Personio,FP&A Analyst,linkedin.com/in/vilius-gudas-172,2025-06-21
CAND-1743,Lina,Stankus,lina.stankus@gmail.com,,Warsaw,Poland,Personio,Operations Analyst,linkedin.com/in/lina-stankus-553,2024-11-27
CAND-1744,Weronika,Nowak,weronika.nowak@gmail.com,746-344-9369,Warsaw,Poland,Playtika,Senior DevOps Engineer,,2024-09-08
CAND-1745,Vilius,Stonkus,vilius.stonkus1@gmail.com,(979)533-5055x7385,Berlin,Germany,Delivery Hero,Head of Marketing,,2025-06-02
CAND-1746,Stefan,Wagner,stefan.wagner@gmail.com,(380)311-9236x03768,Vilnius,Lithuania,Bite,Mobile Engineer,linkedin.com/in/stefan-wagner-487,2024-02-05
CAND-1747,Lukasz,Wisniewski,lukasz.wisniewski@protonmail.com,+1-387-623-3351x04096,London,United Kingdom,King,Compliance Manager,,2024-05-15
CAND-1748,Marius,Smirnov,marius.smirnov1@gmail.com,+1-597-231-5391x1498,Kaunas,Lithuania,Luminor,Data Analyst,,2025-03-16
CAND-1749,Aleksander,Toth,aleksander.toth@protonmail.com,548.620.7365x1189,Riga,Latvia,,,,2025-02-17
CAND-1750,Petra,Ionescu,petra.ionescu1@gmail.com,2656578201,Warsaw,Poland,Zynga,Legal Manager,linkedin.com/in/petra-ionescu-322,2025-05-11
CAND-1751,Nicole,Weber,nicole.weber@yahoo.com,,Warsaw,Poland,Barclays Technology,TA Coordinator,,2024-01-15
CAND-1752,Oksana,Nagy,oksana.nagy1@outlook.com,,Kaunas,Lithuania,Delivery Hero,Data Engineer,,2024-09-20
CAND-1753,Mikhail,Nagy,mikhail.nagy@protonmail.com,422.630.2333,London,United Kingdom,Checkout.com,Senior Product Manager,linkedin.com/in/mikhail-nagy-395,2024-12-13
CAND-1754,Lukas,Butkus,lukas.butkus@protonmail.com,407.339.2013x546,Kyiv,Ukraine,Revolut,Senior Analytics Manager,,2024-11-03
CAND-1755,Greta,Stankus,greta.stankus@outlook.com,(876)302-5082,Kyiv,Ukraine,DXC Technology,Senior Product Lead,,2024-05-11
CAND-1756,Lina,Petrauskas,lina.petrauskas@gmail.com,423-612-6163,Lviv,Ukraine,Devbridge,Senior Product Manager,linkedin.com/in/lina-petrauskas-178,2024-07-23
CAND-1757,Christian,Wagner,christian.wagner@gmail.com,001-588-989-9572x989,Lviv,Ukraine,Zynga,Management Accountant,linkedin.com/in/christian-wagner-538,2025-03-30
CAND-1758,Larysa,Kovalchuk,larysa.kovalchuk@gmail.com,,Krakow,Poland,Wargaming,Compliance Specialist,,2024-02-21
CAND-1759,Andrei,Petrov,andrei.petrov1@gmail.com,(929)374-5493x03646,Vilnius,Lithuania,Nord Security,L&D Specialist,,2025-06-02
CAND-1760,Maciej,Dabrowska,maciej.dabrowska@yahoo.com,,Warsaw,Poland,Atea,Senior Legal Counsel,linkedin.com/in/maciej-dabrowska-541,2024-10-08
CAND-1761,Dovydas,Daunoras,dovydas.daunoras@gmail.com,001-812-403-8187,Riga,Latvia,TrueLayer,Data Analyst,linkedin.com/in/dovydas-daunoras-524,2025-01-26
CAND-1762,Bartosz,Wisniewski,bartosz.wisniewski@gmail.com,,Warsaw,Poland,Barclays Technology,Head of Legal,linkedin.com/in/bartosz-wisniewski-968,2024-07-25
CAND-1763,Vilius,Kazlauskas,vilius.kazlauskas@yahoo.com,,Riga,Latvia,Cognizant,Senior DevOps Engineer,linkedin.com/in/vilius-kazlauskas-351,2025-02-22
CAND-1764,Neringa,Mockus,neringa.mockus@gmail.com,,Berlin,Germany,Luminor,Platform Engineer,linkedin.com/in/neringa-mockus-149,2025-07-01
CAND-1765,Viktorija,Gudas,viktorija.gudas@gmail.com,3825832308,Vilnius,Lithuania,Telia,Senior Product Lead,linkedin.com/in/viktorija-gudas-988,2025-05-13
CAND-1766,Matas,Noreika,matas.noreika@gmail.com,+1-781-458-8144,Kaunas,Lithuania,Miniclip,Senior FP&A Analyst,linkedin.com/in/matas-noreika-143,2025-04-20
CAND-1767,Egle,Grigas,egle.grigas1@gmail.com,,Lviv,Ukraine,Wargaming,Operations Specialist,linkedin.com/in/egle-grigas-793,2024-01-20
CAND-1768,Ioana,Popescu,ioana.popescu1@gmail.com,(406)973-2318,Kaunas,Lithuania,Revolut,Management Accountant,,2024-02-15
CAND-1769,Emma,Clark,emma.clark1@yahoo.com,268-215-7245,Kyiv,Ukraine,CGI,Senior Financial Analyst,linkedin.com/in/emma-clark-964,2024-11-15
CAND-1770,Erikas,Daunoras,erikas.daunoras@outlook.com,001-900-700-1529x11371,Kaunas,Lithuania,Danske Bank,Senior Operations Manager,linkedin.com/in/erikas-daunoras-168,2025-06-09
CAND-1771,Ioana,Nagy,ioana.nagy@gmail.com,6906255618,Krakow,Poland,Adform,Trust and Safety Lead,,2025-06-10
CAND-1772,Noah,Evans,noah.evans@gmail.com,321-482-9987x478,Kyiv,Ukraine,Revolut,TA Coordinator,,2025-01-20
CAND-1773,Laura,Becker,laura.becker@outlook.com,,Warsaw,Poland,TrueLayer,SEO Specialist,linkedin.com/in/laura-becker-102,2025-01-28
CAND-1774,Agnieszka,Dabrowska,agnieszka.dabrowska1@protonmail.com,,Vilnius,Lithuania,Pipedrive,Senior Product Designer,linkedin.com/in/agnieszka-dabrowska-250,2025-01-25
CAND-1775,Mia,Taylor,mia.taylor@outlook.com,(848)990-5670,Tallinn,Estonia,Playtika,Senior HR Manager,linkedin.com/in/mia-taylor-842,2024-05-27
CAND-1776,Erikas,Kairys,erikas.kairys@yahoo.com,7093004365,Vilnius,Lithuania,Revolut,Senior CRM Manager,linkedin.com/in/erikas-kairys-825,2025-03-14
CAND-1777,Pawel,Kowalski,pawel.kowalski@protonmail.com,,Warsaw,Poland,LMT,Senior Compliance Manager,linkedin.com/in/pawel-kowalski-910,2025-03-31
CAND-1778,Marcin,Kaminski,marcin.kaminski@yahoo.com,(684)582-6691x362,Riga,Latvia,Checkout.com,Engineering Manager,linkedin.com/in/marcin-kaminski-167,2024-12-27
CAND-1779,Bohdan,Kovalenko,bohdan.kovalenko@yahoo.com,550-554-2960x80706,Kaunas,Lithuania,Zynga,Talent Acquisition Specialist,linkedin.com/in/bohdan-kovalenko-663,2025-06-08
CAND-1780,Jakub,Mazur,jakub.mazur1@gmail.com,,London,United Kingdom,Swedbank,UX Researcher,linkedin.com/in/jakub-mazur-211,2024-07-03
CAND-1781,Inga,Stankus,inga.stankus@protonmail.com,(699)287-9509x82210,Amsterdam,Netherlands,Checkout.com,UX Researcher,linkedin.com/in/inga-stankus-652,2025-06-19
CAND-1782,Larysa,Marchenko,larysa.marchenko@gmail.com,664-481-8804,Vilnius,Lithuania,Playtika,Compliance Specialist,linkedin.com/in/larysa-marchenko-878,2024-02-07
CAND-1783,Janos,Nagy,janos.nagy@gmail.com,+1-377-838-3638,Vilnius,Lithuania,Paddle,Data Engineer,linkedin.com/in/janos-nagy-823,2025-06-07
CAND-1784,Katharina,Weber,katharina.weber@yahoo.com,,Wroclaw,Poland,Contentful,Operations Analyst,linkedin.com/in/katharina-weber-623,2025-02-27
CAND-1785,Oksana,Toth,oksana.toth2@gmail.com,832-612-6942x894,Berlin,Germany,DXC Technology,Senior Legal Counsel,,2024-08-11
CAND-1786,Mantas,Stankus,mantas.stankus@outlook.com,(303)662-5863,Vilnius,Lithuania,Adform,Senior Product Designer,linkedin.com/in/mantas-stankus-827,2024-10-13
CAND-1787,Dovydas,Noreika,dovydas.noreika1@gmail.com,001-841-570-6462x55402,Vilnius,Lithuania,Bolt,Finance Manager,linkedin.com/in/dovydas-noreika-818,2024-04-14
CAND-1788,Chloe,Walker,chloe.walker1@gmail.com,,Vilnius,Lithuania,Checkout.com,Compliance Specialist,,2025-06-30
CAND-1789,Alina,Boyko,alina.boyko@outlook.com,,Berlin,Germany,Bite,Senior Engineering Manager,linkedin.com/in/alina-boyko-409,2024-09-30
CAND-1790,Katarzyna,Zielinski,katarzyna.zielinski@outlook.com,001-655-682-4301x7646,Warsaw,Poland,N26,Senior TA Specialist,,2024-01-23
CAND-1791,Matas,Stankus,matas.stankus@outlook.com,798.480.3153x88824,Berlin,Germany,,,linkedin.com/in/matas-stankus-221,2024-12-29
CAND-1792,Svitlana,Lytovchenko,svitlana.lytovchenko@gmail.com,790.550.4043x333,London,United Kingdom,Tesonet,Senior Compliance Manager,,2024-08-01
CAND-1793,Max,Meyer,max.meyer@yahoo.com,949.351.6321x11978,London,United Kingdom,EPAM Systems,VP of Data,linkedin.com/in/max-meyer-407,2024-04-02
CAND-1794,Marta,Wozniak,marta.wozniak@gmail.com,+1-509-433-9137,Warsaw,Poland,Contentful,HR Manager,,2024-07-31
CAND-1795,Lina,Mockus,lina.mockus@outlook.com,(353)906-0119x8756,Vilnius,Lithuania,Jam City,Senior Customer Support Specialist,,2025-05-13
CAND-1796,Monika,Ambrazas,monika.ambrazas@gmail.com,368.480.0230x09156,Warsaw,Poland,Revolut,Data Analyst,linkedin.com/in/monika-ambrazas-665,2024-03-14
CAND-1797,Natalia,Bondarenko,natalia.bondarenko1@gmail.com,,London,United Kingdom,SEB,Senior Mobile Engineer,,2024-07-27
CAND-1798,Sophie,Muller,sophie.muller@protonmail.com,,Tallinn,Estonia,Adform,Talent Acquisition Specialist,,2024-01-30
CAND-1799,Matthew,Hughes,matthew.hughes1@gmail.com,,Kyiv,Ukraine,Ubisoft,Senior HR Business Partner,linkedin.com/in/matthew-hughes-293,2025-03-01
CAND-1800,Damian,Zielinski,damian.zielinski@outlook.com,+1-880-236-5774x491,Vilnius,Lithuania,Adform,Customer Support Lead,linkedin.com/in/damian-zielinski-930,2024-02-02
CAND-1801,Agne,Stonkus,agne.stonkus@protonmail.com,+1-336-659-5201x491,Warsaw,Poland,Miniclip,Frontend Engineer,,2025-03-09
CAND-1802,Svitlana,Kravchenko,svitlana.kravchenko@yahoo.com,284-433-6875,Vilnius,Lithuania,Bite,Lead UX Researcher,linkedin.com/in/svitlana-kravchenko-513,2024-05-03
CAND-1803,Arnas,Gudas,arnas.gudas@gmail.com,,Kaunas,Lithuania,LMT,FP&A Manager,linkedin.com/in/arnas-gudas-414,2024-05-23
CAND-1804,Aleksander,Ionescu,aleksander.ionescu1@yahoo.com,001-763-722-3998x21374,Berlin,Germany,Adform,L&D Specialist,,2025-01-25
CAND-1805,Zsuzsanna,Fedorov,zsuzsanna.fedorov@gmail.com,(511)940-4288x60505,Berlin,Germany,Bite,TA Manager,,2024-11-01
CAND-1806,Oleh,Marchenko,oleh.marchenko1@yahoo.com,(566)708-1126x0030,Lviv,Ukraine,CGI,Trust and Safety Analyst,,2024-10-04
CAND-1807,Amy,Clark,amy.clark@yahoo.com,(569)610-6271x5312,Vilnius,Lithuania,Checkout.com,Senior Performance Marketer,linkedin.com/in/amy-clark-346,2024-08-27
CAND-1808,Laura,Zukauskas,laura.zukauskas@protonmail.com,450-568-8269x17768,Vilnius,Lithuania,Cognizant,Senior Financial Analyst,linkedin.com/in/laura-zukauskas-195,2024-04-27
CAND-1809,Gabija,Kairys,gabija.kairys@yahoo.com,544.901.3480x87354,Riga,Latvia,Delivery Hero,UX Researcher,linkedin.com/in/gabija-kairys-114,2024-11-25
CAND-1810,Vilius,Ambrazas,vilius.ambrazas@gmail.com,+1-988-226-0335x91015,Vilnius,Lithuania,TrueLayer,Senior Customer Support Specialist,linkedin.com/in/vilius-ambrazas-813,2025-05-06
CAND-1811,Nikita,Fedorov,nikita.fedorov1@gmail.com,+1-908-659-9144x920,Wroclaw,Poland,SumUp,Senior CRM Manager,linkedin.com/in/nikita-fedorov-746,2024-04-16
CAND-1812,Bence,Ionescu,bence.ionescu1@yahoo.com,001-826-699-9699,Vilnius,Lithuania,,,linkedin.com/in/bence-ionescu-637,2024-11-23
CAND-1813,Pawel,Mazur,pawel.mazur@gmail.com,+1-799-871-8428,Krakow,Poland,Wargaming,Data Engineering Manager,linkedin.com/in/pawel-mazur-928,2024-03-14
CAND-1814,Marcin,Kowalski,marcin.kowalski@outlook.com,+1-593-425-9140x8499,Vilnius,Lithuania,Vinted,Director of Data and Analytics,,2024-12-09
CAND-1815,Rafal,Nagy,rafal.nagy1@gmail.com,212.834.2669,Vilnius,Lithuania,Devbridge,Junior BI Analyst,linkedin.com/in/rafal-nagy-205,2024-11-18
CAND-1816,Matas,Kazlauskas,matas.kazlauskas@gmail.com,,Kaunas,Lithuania,Contentful,Marketing Manager,linkedin.com/in/matas-kazlauskas-973,2024-05-19
CAND-1817,Rytis,Levinskas,rytis.levinskas@yahoo.com,+1-508-672-6176x072,London,United Kingdom,Vinted,Senior Customer Support Specialist,linkedin.com/in/rytis-levinskas-779,2024-02-17
CAND-1818,Nikita,Kovacs,nikita.kovacs@yahoo.com,+1-438-293-5953,Warsaw,Poland,Nord Security,Performance Marketing Manager,linkedin.com/in/nikita-kovacs-629,2025-01-22
CAND-1819,Nikita,Nagy,nikita.nagy2@gmail.com,805-761-2996x5082,Warsaw,Poland,Luminor,Financial Analyst,linkedin.com/in/nikita-nagy-612,2025-02-13
CAND-1820,Gabija,Ambrazas,gabija.ambrazas@gmail.com,+1-726-841-8696,Krakow,Poland,Telia,Talent Acquisition Specialist,,2024-12-31
CAND-1821,Lina,Levinskas,lina.levinskas@gmail.com,+1-713-308-7612x3859,Krakow,Poland,Jam City,Operations Analyst,,2024-12-30
CAND-1822,Monika,Kozlowski,monika.kozlowski1@gmail.com,,Lviv,Ukraine,Swedbank,Operations Manager,linkedin.com/in/monika-kozlowski-882,2025-02-03
CAND-1823,Nikita,Kuznetsov,nikita.kuznetsov@gmail.com,234-468-2394x840,Kaunas,Lithuania,EPAM Systems,Product Designer,linkedin.com/in/nikita-kuznetsov-514,2025-01-14
CAND-1824,Laura,Zukauskas,laura.zukauskas1@outlook.com,530.308.6966x1016,London,United Kingdom,CGI,Senior CRM Manager,linkedin.com/in/laura-zukauskas-517,2024-05-10
CAND-1825,Mia,Thomas,mia.thomas@gmail.com,239-650-0168,Vilnius,Lithuania,Zalando,Senior HR Business Partner,linkedin.com/in/mia-thomas-446,2025-05-01
CAND-1826,Aiste,Gudas,aiste.gudas@protonmail.com,549-915-0762,Wroclaw,Poland,Accenture,Management Accountant,linkedin.com/in/aiste-gudas-661,2024-12-02
CAND-1827,Yaroslav,Moroz,yaroslav.moroz1@gmail.com,+1-662-805-3440x7779,Vilnius,Lithuania,Checkout.com,Analytics Engineer,linkedin.com/in/yaroslav-moroz-342,2024-03-20
CAND-1828,Krzysztof,Dabrowska,krzysztof.dabrowska@yahoo.com,(707)226-6292,Kaunas,Lithuania,Barclays Technology,Senior Growth Manager,linkedin.com/in/krzysztof-dabrowska-123,2025-05-24
CAND-1829,Thomas,Smith,thomas.smith@outlook.com,+1-317-676-0299,Kyiv,Ukraine,Wargaming,UX Researcher,linkedin.com/in/thomas-smith-593,2024-01-20
CAND-1830,Artem,Tkachenko,artem.tkachenko@yahoo.com,9685841333,Vilnius,Lithuania,TransferGo,Financial Analyst,linkedin.com/in/artem-tkachenko-404,2025-03-28
CAND-1831,Tomasz,Mazur,tomasz.mazur@gmail.com,925-352-3561,Kharkiv,Ukraine,Jam City,BI Analyst,linkedin.com/in/tomasz-mazur-515,2024-07-29
CAND-1832,Mikhail,Smirnov,mikhail.smirnov@gmail.com,803.521.1920x613,Krakow,Poland,EA Games,Accounts Assistant,,2024-09-25
CAND-1833,Mariya,Melnyk,mariya.melnyk@gmail.com,652.677.8956x13371,London,United Kingdom,SEB,Senior Financial Analyst,linkedin.com/in/mariya-melnyk-562,2024-01-27
CAND-1834,Agnieszka,Wojcik,agnieszka.wojcik1@gmail.com,390-829-5026x480,Vilnius,Lithuania,Nord Security,L&D Specialist,,2024-01-29
CAND-1835,Kristina,Radzevicius,kristina.radzevicius1@yahoo.com,440-937-3416x781,Krakow,Poland,Pipedrive,CRM Manager,,2024-08-08
CAND-1836,Paulina,Dabrowska,paulina.dabrowska@gmail.com,,Warsaw,Poland,Nord Security,Accounts Assistant,linkedin.com/in/paulina-dabrowska-163,2024-03-13
CAND-1837,Oksana,Popescu,oksana.popescu1@gmail.com,,Hamburg,Germany,Pipedrive,Lead UX Researcher,linkedin.com/in/oksana-popescu-827,2024-03-26
CAND-1838,George,Hughes,george.hughes@gmail.com,,Vilnius,Lithuania,TrueLayer,HR Manager,linkedin.com/in/george-hughes-657,2024-02-03
CAND-1839,Felix,Fischer,felix.fischer@gmail.com,001-378-522-1021x7982,Gdansk,Poland,Zalando,Senior FP&A Analyst,linkedin.com/in/felix-fischer-367,2024-06-08
CAND-1840,Nikita,Ionescu,nikita.ionescu@outlook.com,586-529-8579x736,Berlin,Germany,,,linkedin.com/in/nikita-ionescu-957,2024-04-12
CAND-1841,Ruta,Jankauskas,ruta.jankauskas@gmail.com,,Vilnius,Lithuania,Pipedrive,Legal Counsel,,2024-04-10
CAND-1842,Mykhailo,Kovalenko,mykhailo.kovalenko1@gmail.com,982-285-6053,Berlin,Germany,Wargaming,Head of Data,linkedin.com/in/mykhailo-kovalenko-222,2024-05-15
CAND-1843,Vladislav,Ivanov,vladislav.ivanov2@gmail.com,,Wroclaw,Poland,Bolt,Head of Marketing,,2025-01-12
CAND-1844,Rafal,Wojcik,rafal.wojcik@yahoo.com,498.266.1770x6736,Krakow,Poland,Pipedrive,Senior Engineering Manager,linkedin.com/in/rafal-wojcik-213,2025-01-23
CAND-1845,Neringa,Butkus,neringa.butkus@gmail.com,(306)882-1223x552,Vilnius,Lithuania,Devbridge,Frontend Engineer,linkedin.com/in/neringa-butkus-443,2024-08-11
CAND-1846,Rafal,Dabrowska,rafal.dabrowska@gmail.com,+1-350-458-7146x92182,Kaunas,Lithuania,SumUp,Partner Operations Manager,linkedin.com/in/rafal-dabrowska-771,2025-05-23
CAND-1847,Julia,Schneider,julia.schneider@protonmail.com,696-279-0898x43699,Berlin,Germany,Bolt,Senior Compliance Manager,linkedin.com/in/julia-schneider-467,2025-03-12
CAND-1848,Krzysztof,Kowalski,krzysztof.kowalski3@gmail.com,(620)650-9386,Tallinn,Estonia,Jam City,Partner Operations Manager,,2025-02-15
CAND-1849,Dovydas,Rimkus,dovydas.rimkus1@gmail.com,,Vilnius,Lithuania,Jam City,Principal Product Manager,linkedin.com/in/dovydas-rimkus-878,2025-01-05
CAND-1850,Damian,Mazur,damian.mazur@gmail.com,+1-924-295-9881x1457,London,United Kingdom,Pipedrive,FP&A Manager,linkedin.com/in/damian-mazur-327,2024-01-06
CAND-1851,Marius,Nagy,marius.nagy2@gmail.com,001-471-252-3867x673,London,United Kingdom,Bite,Senior Product Lead,,2025-02-25
CAND-1852,Magdalena,Kowalczyk,magdalena.kowalczyk@gmail.com,+1-874-461-9177x987,Krakow,Poland,Wargaming,Senior Legal Counsel,linkedin.com/in/magdalena-kowalczyk-213,2024-05-04
CAND-1853,Karolina,Wisniewski,karolina.wisniewski1@gmail.com,+1-296-787-2258x937,Vilnius,Lithuania,Wise,BI Analyst,linkedin.com/in/karolina-wisniewski-987,2024-06-08
CAND-1854,Bohdan,Moroz,bohdan.moroz@yahoo.com,+1-780-962-3504x05669,Vilnius,Lithuania,Pipedrive,Security Engineer,linkedin.com/in/bohdan-moroz-719,2024-04-28
CAND-1855,Monika,Paulauskas,monika.paulauskas@gmail.com,001-700-612-4825,Vilnius,Lithuania,Accenture,SEO Specialist,,2024-06-17
CAND-1856,Olivia,Clark,olivia.clark@gmail.com,,Kaunas,Lithuania,TransferGo,Senior Operations Manager,linkedin.com/in/olivia-clark-575,2025-06-20
CAND-1857,Tomas,Jankauskas,tomas.jankauskas@gmail.com,,Vilnius,Lithuania,Devbridge,Senior Customer Support Specialist,linkedin.com/in/tomas-jankauskas-992,2024-05-09
CAND-1858,Ella,Jones,ella.jones@protonmail.com,428-567-9632x594,Berlin,Germany,Luminor,Senior Legal Counsel,linkedin.com/in/ella-jones-279,2024-03-28
CAND-1859,Alina,Bondarenko,alina.bondarenko@gmail.com,+1-428-694-6338x9156,Kyiv,Ukraine,DXC Technology,Senior Frontend Engineer,linkedin.com/in/alina-bondarenko-699,2024-04-28
CAND-1860,Andreas,Weber,andreas.weber@gmail.com,,Kaunas,Lithuania,Ubisoft,Mobile Engineer,linkedin.com/in/andreas-weber-452,2025-05-19
CAND-1861,Amy,Lewis,amy.lewis@gmail.com,452-485-7256,Warsaw,Poland,Ubisoft,Engineering Manager,linkedin.com/in/amy-lewis-150,2024-11-01
CAND-1862,Rafal,Kowalski,rafal.kowalski@outlook.com,(893)735-8951x3818,Vilnius,Lithuania,CGI,Senior HR Business Partner,linkedin.com/in/rafal-kowalski-379,2025-01-15
CAND-1863,Damian,Lewandowski,damian.lewandowski1@gmail.com,(607)684-6850x957,Vilnius,Lithuania,N26,Senior HR Business Partner,linkedin.com/in/damian-lewandowski-665,2024-02-29
CAND-1864,Tomas,Kairys,tomas.kairys@gmail.com,303.949.1891,London,United Kingdom,Miniclip,Senior Analytics Engineer,linkedin.com/in/tomas-kairys-408,2025-04-15
CAND-1865,Ella,Williams,ella.williams@gmail.com,,Riga,Latvia,Checkout.com,Senior Financial Analyst,,2024-09-13
CAND-1866,Tomas,Petrauskas,tomas.petrauskas@gmail.com,+1-772-503-8593x401,London,United Kingdom,EPAM Systems,Group Product Manager,linkedin.com/in/tomas-petrauskas-994,2025-02-11
CAND-1867,Vasyl,Kravchenko,vasyl.kravchenko@outlook.com,(741)554-7155x3132,Gdansk,Poland,Playtika,Compensation and Benefits Analyst,linkedin.com/in/vasyl-kravchenko-487,2024-01-16
CAND-1868,Erikas,Petrauskas,erikas.petrauskas@gmail.com,,Vilnius,Lithuania,,,linkedin.com/in/erikas-petrauskas-913,2024-12-12
CAND-1869,Julian,Klein,julian.klein@gmail.com,,Warsaw,Poland,Checkout.com,Senior Data Engineer,linkedin.com/in/julian-klein-120,2024-05-23
CAND-1870,Oleh,Lytovchenko,oleh.lytovchenko@yahoo.com,(678)313-6750x09421,Berlin,Germany,Nord Security,Senior Legal Counsel,linkedin.com/in/oleh-lytovchenko-949,2024-05-14
CAND-1871,Erikas,Noreika,erikas.noreika1@gmail.com,,Kaunas,Lithuania,Contentful,Senior Analytics Manager,linkedin.com/in/erikas-noreika-586,2024-01-06
CAND-1872,Ewelina,Kowalski,ewelina.kowalski1@gmail.com,9522769819,Warsaw,Poland,Revolut,Mobile Engineer,linkedin.com/in/ewelina-kowalski-254,2024-02-16
CAND-1873,Anna,Nowak,anna.nowak@yahoo.com,+1-827-404-5238x885,Warsaw,Poland,Danske Bank,Senior Performance Marketer,linkedin.com/in/anna-nowak-163,2024-01-03
CAND-1874,Rytis,Ambrazas,rytis.ambrazas1@gmail.com,(858)966-0598,Vilnius,Lithuania,CGI,Senior TA Specialist,,2024-03-06
CAND-1875,Bohdan,Tkachenko,bohdan.tkachenko1@gmail.com,+1-774-642-2758,Krakow,Poland,Miniclip,BI Analyst,,2024-12-18
CAND-1876,Laura,Bauer,laura.bauer@gmail.com,+1-459-665-5942,Kaunas,Lithuania,Jam City,Senior Legal Counsel,linkedin.com/in/laura-bauer-485,2024-10-23
CAND-1877,Krzysztof,Szymanski,krzysztof.szymanski@gmail.com,,Vilnius,Lithuania,Devbridge,Trust and Safety Analyst,linkedin.com/in/krzysztof-szymanski-206,2024-03-23
CAND-1878,Hannah,Wagner,hannah.wagner@protonmail.com,+1-711-565-0200x024,Vilnius,Lithuania,Wise,Compliance Manager,linkedin.com/in/hannah-wagner-127,2024-06-12
CAND-1879,Mariya,Kravchenko,mariya.kravchenko@outlook.com,001-531-232-1551,Kaunas,Lithuania,Bolt,Frontend Engineer,linkedin.com/in/mariya-kravchenko-216,2025-02-04
CAND-1880,Paulina,Kowalski,paulina.kowalski@outlook.com,857-808-3682x14448,Berlin,Germany,Telia,Performance Marketing Manager,linkedin.com/in/paulina-kowalski-800,2025-05-12
CAND-1881,Matas,Jankauskas,matas.jankauskas1@gmail.com,001-697-827-3677,Tallinn,Estonia,Devbridge,Fraud Analyst,linkedin.com/in/matas-jankauskas-392,2024-06-04
CAND-1882,Oleksiy,Kovalenko,oleksiy.kovalenko@protonmail.com,(302)558-2543,Riga,Latvia,Contentful,Senior Analytics Manager,linkedin.com/in/oleksiy-kovalenko-365,2025-03-23
CAND-1883,Aleksandra,Mazur,aleksandra.mazur@outlook.com,(481)223-1239,Vilnius,Lithuania,Cognizant,Management Accountant,linkedin.com/in/aleksandra-mazur-920,2025-05-23
CAND-1884,Monika,Wojcik,monika.wojcik@yahoo.com,+1-449-510-6018x3647,Vilnius,Lithuania,Personio,Engineering Manager,linkedin.com/in/monika-wojcik-538,2025-02-06
CAND-1885,Edvinas,Urbonas,edvinas.urbonas@gmail.com,,Berlin,Germany,Personio,Senior Operations Manager,,2024-09-11
CAND-1886,Magdalena,Zielinski,magdalena.zielinski@gmail.com,,Kaunas,Lithuania,Cognizant,Compensation and Benefits Analyst,linkedin.com/in/magdalena-zielinski-702,2025-03-12
CAND-1887,Mindaugas,Urbonas,mindaugas.urbonas@gmail.com,001-487-450-8276x817,Kaunas,Lithuania,Adform,Operations Analyst,linkedin.com/in/mindaugas-urbonas-681,2025-03-04
CAND-1888,Monika,Mazur,monika.mazur@gmail.com,(277)754-5847x262,London,United Kingdom,Luminor,Analytics Manager,,2024-07-02
CAND-1889,Vasyl,Lytovchenko,vasyl.lytovchenko@gmail.com,(891)287-6831,Krakow,Poland,Delivery Hero,Senior FP&A Analyst,,2024-03-15
CAND-1890,Vilius,Urbonas,vilius.urbonas@gmail.com,+1-527-917-2173,Kyiv,Ukraine,Devbridge,Senior Legal Counsel,linkedin.com/in/vilius-urbonas-453,2025-05-19
CAND-1891,Leon,Meyer,leon.meyer@gmail.com,,Warsaw,Poland,Freelance,Senior Frontend Engineer,linkedin.com/in/leon-meyer-725,2025-06-26
