employee_id,first_name,last_name,email,department,sub_department,job_title,job_level,employment_type,hire_date,start_date,manager_id,location_city,location_country,salary_amount,salary_currency,salary_type,gender,nationality,status,termination_date,termination_reason,ats_candidate_id
EMP-0230,Agne,Kairys,agne.kairys@enovatech.com,Engineering,Frontend,Frontend Engineer,ic2,full_time,2023-05-19,2023-06-18,EMP-0049,Vilnius,Lithuania,44500,EUR,annual,f,Lithuania,terminated,2024-06-01,,
EMP-0231,Monika,Ambrazas,monika.ambrazas@enovatech.com,Operations,Partner Ops,Customer Support Lead,ic3,full_time,2023-04-29,2023-05-28,EMP-0085,Vilnius,Lithuania,6100,EUR,annual,f,Lithuania,active,,,
EMP-0232,Vaida,Mockus,vaida.mockus@enovatech.com,Product,UX Research,Junior Product Designer,ic1,full_time,2023-05-31,2023-06-10,EMP-0101,Vilnius,Lithuania,30500,EUR,annual,f,Lithuania,active,,,
EMP-0233,Tetyana,Melnyk,tetyana.melnyk@enovatech.com,Analytics,Data Science,Analytics Manager,manager,full_time,2023-11-10,2023-12-04,EMP-0163,Kyiv,Ukraine,72500,EUR,annual,f,Ukraine,active,,,
EMP-0234,Matas,Grigas,matas.grigas@enovatech.com,Growth,Brand,Senior Marketing Manager,senior_manager,full_time,2023-01-29,2023-02-11,EMP-0003,Vilnius,Lithuania,111500,EUR,annual,m,Lithuania,terminated,2024-01-11,,
EMP-0235,Natalia,Kozlowski,natalia.kozlowski@enovatech.com,Analytics,Data Science,Head of Data,director,full_time,2023-08-12,2023-08-31,EMP-0077,Warsaw,Poland,123000,EUR,annual,f,Poland,active,,,
EMP-0236,Saulius,Stonkus,saulius.stonkus@enovatech.com,Growth,CRM,Growth Lead,manager,full_time,2023-07-01,2023-07-20,EMP-0162,Vilnius,Lithuania,74500,EUR,annual,m,Lithuania,active,,,
EMP-0237,Neringa,Levinskas,neringa.levinskas@enovatech.com,Growth,Brand,Senior CRM Manager,ic3,full_time,2023-08-31,2023-09-13,EMP-0056,Vilnius,Lithuania,73500,EUR,annual,f,Lithuania,active,,,
EMP-0238,Gintaras,Stonkus,gintaras.stonkus@enovatech.com,Analytics,BI,Senior Data Analyst,ic3,full_time,2023-08-24,2023-09-14,EMP-0095,Vilnius,Lithuania,5900,EUR,annual,m,Lithuania,active,,,
EMP-0239,Mantas,Rimkus,mantas.rimkus@enovatech.com,Engineering,Mobile,Frontend Engineer,ic2,full_time,2023-08-31,2023-09-15,EMP-0162,Vilnius,Lithuania,37500,EUR,annual,m,Lithuania,active,,,
EMP-0240,Rokas,Kairys,rokas.kairys@enovatech.com,Product,UX Research,UX Researcher,ic2,full_time,2023-06-20,2023-07-09,EMP-0188,Vilnius,Lithuania,50000,EUR,annual,m,Lithuania,active,,,
EMP-0241,Neringa,Noreika,neringa.noreika@enovatech.com,Engineering,Mobile,Senior Frontend Engineer,ic3,full_time,2023-05-12,2023-06-10,EMP-0207,Vilnius,Lithuania,62000,EUR,annual,f,Lithuania,active,,,
EMP-0242,Monika,Paulauskas,monika.paulauskas@enovatech.com,Growth,Brand,Senior Marketing Manager,senior_manager,full_time,2023-05-20,2023-06-09,EMP-0119,Vilnius,Lithuania,108000,EUR,annual,f,Lithuania,active,,,
EMP-0243,Paulina,Kowalski,paulina.kowalski@enovatech.com,Product,Core Product,Product Lead,manager,full_time,2023-01-21,2023-01-30,EMP-0174,Warsaw,Poland,83000,EUR,annual,f,Poland,active,,,
EMP-0244,Rokas,Urbonas,rokas.urbonas@enovatech.com,Legal,Compliance,Senior Legal Counsel,ic3,full_time,2023-07-16,2023-08-07,EMP-0005,Vilnius,Lithuania,63000,EUR,annual,m,Lithuania,active,,,
EMP-0245,Oksana,Lytovchenko,oksana.lytovchenko@enovatech.com,Legal,Compliance,Senior Legal Counsel,ic3,full_time,2023-07-17,2023-07-30,EMP-0095,Kyiv,Ukraine,4400,EUR,annual,f,Ukraine,active,,,
EMP-0246,Jonas,Schulz,jonas.schulz@enovatech.com,Growth,Brand,Growth Lead,manager,full_time,2023-04-20,2023-05-17,EMP-0082,Berlin,Germany,99000,EUR,annual,m,Germany,terminated,2024-06-10,involuntary_performance,
EMP-0247,George,Thomas,george.thomas@enovatech.com,Product,Core Product,Product Designer,ic2,full_time,2023-10-01,2023-10-13,EMP-0081,London,United Kingdom,55500,GBP,annual,m,United Kingdom,terminated,2024-07-10,end_of_contract,
EMP-0248,Sarah,Meyer,sarah.meyer@enovatech.com,Engineering,Security,Senior Engineering Manager,senior_manager,full_time,2023-09-07,2023-10-06,EMP-0056,Berlin,Germany,120500,EUR,annual,f,Germany,active,,,
EMP-0249,Andrew,Lewis,andrew.lewis@enovatech.com,Engineering,Mobile,Platform Engineer,ic2,contractor,2023-08-10,2023-08-24,EMP-0207,London,United Kingdom,56000,GBP,annual,m,United Kingdom,active,,,
EMP-0250,Matas,Stonkus,matas.stonkus@enovatech.com,Operations,Partner Ops,Operations Specialist,ic2,full_time,2023-05-19,2023-05-30,EMP-0174,Vilnius,Lithuania,40000,EUR,annual,m,Lithuania,terminated,2023-08-07,voluntary_resignation,
EMP-0251,Mindaugas,Paulauskas,mindaugas.paulauskas@enovatech.com,HR,HR,HR Manager,manager,full_time,2023-08-10,2023-08-21,EMP-0072,Vilnius,Lithuania,86500,EUR,annual,m,Lithuania,active,,,
EMP-0252,Vaida,Rimkus,vaida.rimkus@enovatech.com,Product,Core Product,Product Designer,ic2,full_time,2023-11-09,2023-11-20,EMP-0174,Vilnius,Lithuania,3200,EUR,annual,f,Lithuania,active,,,
EMP-0253,Julia,Weber,julia.weber@enovatech.com,HR,Compensation,Senior TA Specialist,ic3,full_time,2023-11-15,2023-12-10,EMP-0072,Berlin,Germany,94500,EUR,annual,f,Germany,active,,,
EMP-0254,Yaroslav,Kravchenko,yaroslav.kravchenko@enovatech.com,Growth,Growth,Growth Analyst,ic1,full_time,2023-02-05,2023-02-14,EMP-0101,Kyiv,Ukraine,2000,EUR,annual,m,Ukraine,active,,,
EMP-0255,Neringa,Rimkus,neringa.rimkus@enovatech.com,Legal,Compliance,Senior Legal Counsel,ic3,full_time,2023-12-27,2024-01-05,EMP-0013,Vilnius,Lithuania,5200,EUR,annual,f,Lithuania,terminated,2024-06-14,,
EMP-0256,Emma,Jones,emma.jones@enovatech.com,Operations,Customer Support,Partner Operations Manager,ic2,full_time,2023-01-20,2023-02-02,EMP-0236,London,United Kingdom,54500,GBP,annual,f,United Kingdom,active,,,
EMP-0257,Viktorija,Zukauskas,viktorija.zukauskas@enovatech.com,Engineering,Backend,Senior DevOps Engineer,ic3,full_time,2023-11-05,2023-11-30,EMP-0234,Vilnius,Lithuania,52500,EUR,annual,f,Lithuania,active,,,
EMP-0258,Dovydas,Kairys,dovydas.kairys@enovatech.com,Engineering,Security,Frontend Engineer,ic2,full_time,2023-07-07,2023-08-02,EMP-0061,Vilnius,Lithuania,39000,EUR,annual,m,Lithuania,active,,,
EMP-0259,Lisa,Wagner,lisa.wagner@enovatech.com,Engineering,QA,Staff Engineer,ic3,full_time,2023-04-09,2023-04-17,EMP-0102,Berlin,Germany,94000,EUR,annual,f,Germany,active,,,
EMP-0260,Aiste,Jankauskas,aiste.jankauskas@enovatech.com,HR,HR,Senior TA Specialist,ic3,full_time,2023-06-15,2023-06-26,EMP-0117,Vilnius,Lithuania,5900,EUR,annual,f,Lithuania,active,,,
EMP-0261,Laura,Grigas,laura.grigas@enovatech.com,Growth,Performance Marketing,Senior Growth Manager,ic3,full_time,2023-07-20,2023-08-03,EMP-0142,Vilnius,Lithuania,58500,EUR,annual,f,Lithuania,active,,,
EMP-0262,Lukasz,Kaminski,lukasz.kaminski@enovatech.com,Operations,Trust and Safety,Fraud Analyst,ic2,full_time,2023-03-10,2023-03-29,EMP-0030,Warsaw,Poland,42500,EUR,annual,m,Poland,active,,,
EMP-0263,Greta,Levinskas,greta.levinskas@enovatech.com,Finance,FP&A,FP&A Analyst,ic2,full_time,2023-05-15,2023-06-09,EMP-0005,Vilnius,Lithuania,35000,EUR,annual,f,Lithuania,active,,,
EMP-0264,Egle,Levinskas,egle.levinskas@enovatech.com,Engineering,Security,Senior Mobile Engineer,ic3,full_time,2023-09-25,2023-10-13,EMP-0102,Vilnius,Lithuania,56500,EUR,annual,f,Lithuania,active,,,
EMP-0265,Domantas,Stankus,domantas.stankus@enovatech.com,Engineering,DevOps,Engineering Manager,manager,full_time,2023-02-14,2023-03-07,EMP-0081,Vilnius,Lithuania,79000,EUR,annual,m,Lithuania,active,,,
EMP-0266,Domantas,Stonkus,domantas.stonkus@enovatech.com,Operations,Partner Ops,Operations Specialist,ic2,full_time,2023-09-03,2023-09-14,EMP-0234,Vilnius,Lithuania,44000,EUR,annual,m,Lithuania,active,,,
EMP-0267,Mantas,Noreika,mantas.noreika@enovatech.com,Product,UX Research,UX Researcher,ic2,contractor,2023-11-13,2023-12-09,EMP-0080,Vilnius,Lithuania,47000,EUR,annual,m,Lithuania,active,,,
EMP-0268,Monika,Rimkus,monika.rimkus@enovatech.com,Engineering,DevOps,Senior Backend Engineer,ic3,full_time,2023-06-15,2023-06-29,EMP-0095,Vilnius,Lithuania,4800,EUR,annual,f,Lithuania,active,,,
EMP-0269,Domantas,Noreika,domantas.noreika@enovatech.com,Operations,Trust and Safety,Operations Manager,manager,full_time,2023-04-16,2023-05-03,EMP-0107,Vilnius,Lithuania,91000,EUR,annual,m,Lithuania,terminated,2024-06-25,involuntary_performance,
EMP-0270,Lina,Levinskas,lina.levinskas@enovatech.com,Engineering,Security,Backend Engineer,ic2,full_time,2023-10-06,2023-10-24,EMP-0139,Vilnius,Lithuania,42500,EUR,annual,f,Lithuania,active,,,
EMP-0271,Halyna,Kravchenko,halyna.kravchenko@enovatech.com,Legal,Compliance,Senior Compliance Manager,ic3,full_time,2023-12-13,2023-12-27,EMP-0033,Kyiv,Ukraine,45000,EUR,annual,f,Ukraine,active,,,
EMP-0272,Ewelina,Wozniak,ewelina.wozniak@enovatech.com,HR,L&D,HR Business Partner,ic2,full_time,2023-05-13,2023-05-30,EMP-0246,Warsaw,Poland,54500,EUR,annual,f,Poland,terminated,2024-10-05,,
EMP-0273,Vaida,Rimkus,vaida.rimkus@enovatech.com,Operations,Customer Support,Partner Operations Manager,ic2,full_time,2023-08-11,2023-08-22,EMP-0086,Vilnius,Lithuania,51000,EUR,annual,f,Lithuania,active,,,
EMP-0274,Paulina,Mazur,paulina.mazur@enovatech.com,Operations,Trust and Safety,Operations Manager,manager,full_time,2023-03-12,2023-04-11,EMP-0138,Warsaw,Poland,83500,EUR,annual,f,Poland,active,,,
EMP-0275,Katarzyna,Kaminski,katarzyna.kaminski@enovatech.com,Engineering,Frontend,Engineering Manager,manager,full_time,2023-04-15,2023-05-07,EMP-0101,Warsaw,Poland,96500,EUR,annual,f,Poland,active,,,
EMP-0276,Paulina,Szymanski,paulina.szymanski@enovatech.com,Analytics,Data Engineering,Data Analyst,ic2,full_time,2023-05-26,2023-06-15,EMP-0117,Warsaw,Poland,56000,EUR,annual,f,Poland,active,,,
EMP-0277,Aiste,Paulauskas,aiste.paulauskas@enovatech.com,Engineering,Mobile,Senior Mobile Engineer,ic3,full_time,2023-11-21,2023-12-19,EMP-0095,Vilnius,Lithuania,78000,EUR,annual,f,Lithuania,terminated,2025-03-29,voluntary_resignation,
EMP-0278,Aiste,Paulauskas,aiste.paulauskas@enovatech.com,Engineering,QA,DevOps Engineer,ic2,full_time,2023-12-16,2024-01-05,EMP-0139,Vilnius,Lithuania,36000,EUR,annual,f,Lithuania,active,,,
EMP-0279,Magdalena,Mazur,magdalena.mazur@enovatech.com,Growth,Brand,Head of Growth,director,full_time,2023-04-09,2023-04-21,EMP-0246,Warsaw,Poland,130500,EUR,annual,f,Poland,active,,,
EMP-0280,Vilius,Gudas,vilius.gudas@enovatech.com,Engineering,DevOps,Senior Engineering Manager,senior_manager,full_time,2023-09-27,2023-10-15,EMP-0116,Vilnius,Lithuania,113000,EUR,annual,m,Lithuania,active,,,
EMP-0281,Ruta,Grigas,ruta.grigas@enovatech.com,Analytics,Data Engineering,Data Analyst,ic2,full_time,2023-10-03,2023-10-16,EMP-0248,Vilnius,Lithuania,44000,EUR,annual,f,Lithuania,active,,,
EMP-0282,Iryna,Boyko,iryna.boyko@enovatech.com,Product,Platform,Product Designer,ic2,full_time,2023-02-03,2023-02-25,EMP-0120,Kyiv,Ukraine,3600,EUR,annual,f,Ukraine,active,,,
EMP-0283,Monika,Urbonas,monika.urbonas@enovatech.com,Finance,FP&A,FP&A Analyst,ic2,full_time,2023-05-21,2023-06-04,EMP-0015,Vilnius,Lithuania,48500,EUR,annual,f,Lithuania,terminated,2024-02-26,voluntary_resignation,
EMP-0284,Gintaras,Grigas,gintaras.grigas@enovatech.com,Product,UX Research,Product Lead,manager,full_time,2023-06-03,2023-06-14,EMP-0139,Vilnius,Lithuania,72000,EUR,annual,m,Lithuania,active,,,
EMP-0285,Yaroslav,Kovalchuk,yaroslav.kovalchuk@enovatech.com,Engineering,Backend,QA Engineer,ic2,full_time,2023-09-17,2023-10-07,EMP-0194,Kyiv,Ukraine,43000,EUR,annual,m,Ukraine,terminated,2023-12-09,involuntary_performance,
EMP-0286,Gintaras,Rimkus,gintaras.rimkus@enovatech.com,Operations,Partner Ops,Trust and Safety Analyst,ic1,full_time,2023-12-02,2023-12-30,EMP-0112,Vilnius,Lithuania,23000,EUR,annual,m,Lithuania,active,,,
EMP-0287,Andriy,Kovalchuk,andriy.kovalchuk@enovatech.com,Legal,Legal,Senior Compliance Manager,ic3,full_time,2023-02-12,2023-03-03,EMP-0242,Kyiv,Ukraine,50000,EUR,annual,m,Ukraine,active,,,
EMP-0288,Egle,Daunoras,egle.daunoras@enovatech.com,Product,Platform,Product Lead,manager,full_time,2023-08-07,2023-08-18,EMP-0058,Vilnius,Lithuania,82000,EUR,annual,f,Lithuania,active,,,
EMP-0289,William,Jones,william.jones@enovatech.com,Operations,Trust and Safety,Partner Operations Manager,ic2,full_time,2023-06-20,2023-06-30,EMP-0080,London,United Kingdom,62500,GBP,annual,prefer_not_to_say,United Kingdom,active,,,
EMP-0290,Arnas,Stankus,arnas.stankus@enovatech.com,Analytics,BI,Data Analyst,ic2,full_time,2023-04-08,2023-04-15,EMP-0102,Vilnius,Lithuania,37500,EUR,annual,m,Lithuania,active,,,
EMP-0291,Tadas,Gudas,tadas.gudas@enovatech.com,Engineering,DevOps,Frontend Engineer,ic2,full_time,2023-08-26,2023-09-05,EMP-0236,Vilnius,Lithuania,38000,EUR,annual,m,Lithuania,active,,,
EMP-0292,Mateusz,Kowalski,mateusz.kowalski@enovatech.com,Growth,Performance Marketing,Senior Marketing Manager,senior_manager,full_time,2023-05-01,2023-05-23,EMP-0176,Warsaw,Poland,94000,EUR,annual,m,Poland,active,,,
EMP-0293,Laura,Klein,laura.klein@enovatech.com,Operations,Customer Support,Senior Operations Specialist,ic3,full_time,2023-10-08,2023-11-03,EMP-0061,Berlin,Germany,109500,EUR,annual,f,Germany,active,,,
EMP-0294,Rokas,Gudas,rokas.gudas@enovatech.com,Engineering,QA,Engineering Manager,manager,contractor,2023-09-25,2023-10-07,EMP-0162,Vilnius,Lithuania,82500,EUR,annual,m,Lithuania,active,,,
EMP-0295,Bartosz,Dabrowska,bartosz.dabrowska@enovatech.com,Operations,Partner Ops,Operations Specialist,ic2,full_time,2023-06-21,2023-07-18,EMP-0100,Warsaw,Poland,3400,EUR,annual,m,Poland,active,,,
EMP-0296,Artem,Melnyk,artem.melnyk@enovatech.com,Product,Platform,Principal Product Manager,ic3,full_time,2023-07-25,2023-08-11,EMP-0116,Kyiv,Ukraine,53000,EUR,annual,m,Ukraine,terminated,2023-12-31,voluntary_resignation,
EMP-0297,Inga,Levinskas,inga.levinskas@enovatech.com,Finance,FP&A,FP&A Manager,manager,full_time,2023-06-03,2023-06-11,EMP-0060,Vilnius,Lithuania,82000,EUR,annual,f,Lithuania,active,,,
EMP-0298,Oleh,Shevchuk,oleh.shevchuk@enovatech.com,Analytics,Analytics,Data Scientist,ic3,full_time,2023-02-04,2023-03-06,EMP-0197,Kyiv,Ukraine,4000,EUR,annual,m,Ukraine,active,,,
EMP-0299,Ruta,Petrauskas,ruta.petrauskas@enovatech.com,HR,Compensation,Talent Acquisition Specialist,ic2,full_time,2023-03-09,2023-03-21,EMP-0174,Vilnius,Lithuania,43000,EUR,annual,f,Lithuania,active,,,
EMP-0300,Arnas,Jankauskas,arnas.jankauskas@enovatech.com,Finance,FP&A,Finance Director,director,contractor,2023-12-31,2024-01-24,EMP-0107,Vilnius,Lithuania,137000,EUR,annual,m,Lithuania,terminated,2024-04-05,,
EMP-0301,Domantas,Paulauskas,domantas.paulauskas@enovatech.com,Growth,Performance Marketing,Performance Marketing Manager,ic2,full_time,2023-12-22,2024-01-13,EMP-0057,Vilnius,Lithuania,48000,EUR,annual,m,Lithuania,active,,,
EMP-0302,Egle,Jankauskas,egle.jankauskas@enovatech.com,Engineering,DevOps,QA Engineer,ic2,full_time,2023-03-18,2023-04-16,EMP-0242,Vilnius,Lithuania,3500,EUR,annual,prefer_not_to_say,Lithuania,terminated,2024-05-08,voluntary_resignation,
EMP-0303,Lina,Urbonas,lina.urbonas@enovatech.com,Operations,Trust and Safety,Senior Operations Specialist,ic3,full_time,2023-10-09,2023-10-26,EMP-0120,Vilnius,Lithuania,75500,EUR,annual,f,Lithuania,active,,,
EMP-0304,Simona,Noreika,simona.noreika@enovatech.com,Growth,SEO,SEO Specialist,ic2,full_time,2023-12-06,2024-01-03,EMP-0085,Vilnius,Lithuania,49500,EUR,annual,f,Lithuania,active,,,
EMP-0305,Katarzyna,Mazur,katarzyna.mazur@enovatech.com,Engineering,Security,Platform Engineer,ic2,full_time,2023-03-24,2023-04-02,EMP-0160,Warsaw,Poland,47500,EUR,annual,f,Poland,terminated,2024-05-20,,
EMP-0306,Erikas,Urbonas,erikas.urbonas@enovatech.com,Engineering,QA,Junior QA Engineer,ic1,full_time,2023-05-14,2023-05-25,EMP-0078,Vilnius,Lithuania,30500,EUR,annual,m,Lithuania,terminated,2024-02-09,involuntary_performance,
EMP-0307,Joanna,Mazur,joanna.mazur@enovatech.com,Analytics,Data Science,Senior Analytics Manager,senior_manager,full_time,2023-04-15,2023-04-22,EMP-0103,Warsaw,Poland,101000,EUR,annual,f,Poland,active,,,
EMP-0308,Mindaugas,Ambrazas,mindaugas.ambrazas@enovatech.com,HR,HR,Senior TA Specialist,ic3,full_time,2023-11-17,2023-12-04,EMP-0013,Vilnius,Lithuania,65000,EUR,annual,m,Lithuania,active,,,
EMP-0309,Lucy,Brown,lucy.brown@enovatech.com,Finance,Accounting,FP&A Analyst,ic2,full_time,2023-01-02,2023-01-21,EMP-0197,London,United Kingdom,69000,GBP,annual,f,United Kingdom,active,,,
EMP-0310,Philipp,Koch,philipp.koch@enovatech.com,Engineering,Mobile,DevOps Engineer,ic2,contractor,2023-07-19,2023-08-02,EMP-0101,Berlin,Germany,64000,EUR,annual,m,Germany,active,,,
EMP-0311,Bartosz,Jankowski,bartosz.jankowski@enovatech.com,Operations,Partner Ops,Senior Operations Specialist,ic3,full_time,2023-01-04,2023-01-29,EMP-0031,Warsaw,Poland,80000,EUR,annual,m,Poland,terminated,2024-09-10,,
EMP-0312,Rytis,Petrauskas,rytis.petrauskas@enovatech.com,Legal,Legal,Senior Legal Manager,senior_manager,full_time,2023-07-05,2023-07-12,EMP-0280,Vilnius,Lithuania,92500,EUR,annual,m,Lithuania,active,,,
EMP-0313,Adam,Lewandowski,adam.lewandowski@enovatech.com,Engineering,Mobile,DevOps Engineer,ic2,full_time,2023-08-22,2023-09-04,EMP-0082,Warsaw,Poland,55000,EUR,annual,m,Poland,active,,,
EMP-0314,Inga,Mockus,inga.mockus@enovatech.com,Operations,Customer Support,Customer Support Lead,ic3,full_time,2023-08-11,2023-09-07,EMP-0081,Vilnius,Lithuania,63000,EUR,annual,f,Lithuania,active,,,
EMP-0315,Agne,Petrauskas,agne.petrauskas@enovatech.com,Growth,CRM,Senior Growth Manager,ic3,full_time,2023-02-15,2023-03-01,EMP-0103,Vilnius,Lithuania,5900,EUR,annual,f,Lithuania,terminated,2024-04-27,end_of_contract,
EMP-0316,Lukas,Kazlauskas,lukas.kazlauskas@enovatech.com,Growth,Growth,Marketing Coordinator,ic1,full_time,2023-05-18,2023-05-27,EMP-0234,Vilnius,Lithuania,24000,EUR,annual,m,Lithuania,active,,,
EMP-0317,Bohdan,Lytovchenko,bohdan.lytovchenko@enovatech.com,Operations,Trust and Safety,Customer Support Manager,manager,full_time,2023-11-06,2023-11-28,EMP-0279,Kyiv,Ukraine,59000,EUR,annual,m,Ukraine,active,,,
EMP-0318,Claudia,Fischer,claudia.fischer@enovatech.com,Engineering,Frontend,Platform Engineer,ic2,contractor,2023-12-12,2023-12-31,EMP-0118,Berlin,Germany,82000,EUR,annual,f,Germany,active,,,
EMP-0319,Oleh,Kovalchuk,oleh.kovalchuk@enovatech.com,Engineering,Security,Platform Engineer,ic2,contractor,2023-07-03,2023-07-16,EMP-0079,Kyiv,Ukraine,36000,EUR,annual,m,Ukraine,active,,,
EMP-0320,Marta,Wozniak,marta.wozniak@enovatech.com,Operations,Customer Support,Senior Customer Support Specialist,ic2,full_time,2023-03-24,2023-04-12,EMP-0162,Warsaw,Poland,48500,EUR,annual,f,Poland,active,,,
EMP-0321,Greta,Gudas,greta.gudas@enovatech.com,Growth,CRM,SEO Specialist,ic2,full_time,2023-10-31,2023-11-28,EMP-0234,Vilnius,Lithuania,51500,EUR,annual,f,Lithuania,active,,,
EMP-0322,Marta,Zielinski,marta.zielinski@enovatech.com,Engineering,QA,Junior Frontend Engineer,ic1,full_time,2023-08-16,2023-08-28,EMP-0233,Warsaw,Poland,35000,EUR,annual,f,Poland,active,,,
EMP-0323,Daryna,Bondarenko,daryna.bondarenko@enovatech.com,Engineering,Backend,Head of Engineering,director,full_time,2023-06-10,2023-07-09,EMP-0294,Kyiv,Ukraine,114000,EUR,annual,f,Ukraine,active,,,
EMP-0324,Harry,Thomas,harry.thomas@enovatech.com,Engineering,Frontend,Senior DevOps Engineer,ic3,full_time,2023-05-23,2023-06-02,EMP-0104,London,United Kingdom,79000,GBP,annual,m,United Kingdom,active,,,
EMP-0325,Aiste,Noreika,aiste.noreika@enovatech.com,Growth,Performance Marketing,Senior Marketing Manager,senior_manager,full_time,2023-04-30,2023-05-14,EMP-0312,Vilnius,Lithuania,107000,EUR,annual,f,Lithuania,active,,,
EMP-0326,Christian,Schmidt,christian.schmidt@enovatech.com,Growth,Brand,Growth Lead,manager,full_time,2023-07-17,2023-08-07,EMP-0096,Berlin,Germany,114000,EUR,annual,m,Germany,active,,,
EMP-0327,Viktor,Lytovchenko,viktor.lytovchenko@enovatech.com,Growth,Brand,Growth Analyst,ic1,full_time,2023-04-14,2023-04-22,EMP-0080,Kyiv,Ukraine,18500,EUR,annual,m,Ukraine,active,,,
EMP-0328,Anna,Klein,anna.klein@enovatech.com,Finance,FP&A,Senior FP&A Analyst,ic3,full_time,2023-08-17,2023-09-16,EMP-0096,Berlin,Germany,103500,EUR,annual,f,Germany,active,,,
EMP-0329,Magdalena,Kowalski,magdalena.kowalski@enovatech.com,Analytics,Data Science,Data Scientist,ic3,full_time,2023-11-17,2023-11-30,EMP-0058,Warsaw,Poland,5700,EUR,annual,f,Poland,terminated,2024-10-05,,
EMP-0330,Simona,Kazlauskas,simona.kazlauskas@enovatech.com,Finance,Accounting,Finance Manager,manager,full_time,2023-04-11,2023-05-06,EMP-0265,Vilnius,Lithuania,76000,EUR,annual,f,Lithuania,active,,,
EMP-0331,Jonas,Noreika,jonas.noreika@enovatech.com,Growth,Brand,Brand Manager,ic2,full_time,2023-09-10,2023-09-19,EMP-0002,Vilnius,Lithuania,45000,EUR,annual,m,Lithuania,active,,,
EMP-0332,Anna,Wozniak,anna.wozniak@enovatech.com,HR,Talent Acquisition,L&D Specialist,ic2,full_time,2023-08-19,2023-08-30,EMP-0288,Warsaw,Poland,42500,EUR,annual,f,Poland,terminated,2024-07-02,voluntary_resignation,
EMP-0333,Tadas,Stankus,tadas.stankus@enovatech.com,Finance,FP&A,Finance Director,director,full_time,2023-07-04,2023-08-03,EMP-0004,Vilnius,Lithuania,137000,EUR,annual,m,Lithuania,active,,,
EMP-0334,Katarzyna,Zielinski,katarzyna.zielinski@enovatech.com,Analytics,Data Engineering,Data Analyst,ic2,full_time,2023-02-22,2023-03-01,EMP-0014,Warsaw,Poland,54000,EUR,annual,f,Poland,active,,,
EMP-0335,Tobias,Schneider,tobias.schneider@enovatech.com,Engineering,QA,Mobile Engineer,ic2,full_time,2023-10-03,2023-10-25,EMP-0015,Berlin,Germany,78000,EUR,annual,m,Germany,active,,,
EMP-0336,Greta,Grigas,greta.grigas@enovatech.com,Engineering,QA,Senior Frontend Engineer,ic3,full_time,2023-02-01,2023-02-09,EMP-0059,Vilnius,Lithuania,72500,EUR,annual,f,Lithuania,active,,,
EMP-0337,Mindaugas,Stonkus,mindaugas.stonkus@enovatech.com,Operations,Trust and Safety,Operations Analyst,ic1,full_time,2023-11-29,2023-12-29,EMP-0171,Vilnius,Lithuania,28000,EUR,annual,m,Lithuania,active,,,
EMP-0338,Tadas,Ambrazas,tadas.ambrazas@enovatech.com,Growth,SEO,Growth Lead,manager,full_time,2023-09-30,2023-10-10,EMP-0030,Vilnius,Lithuania,89000,EUR,annual,m,Lithuania,active,,,
EMP-0339,Tetyana,Lytovchenko,tetyana.lytovchenko@enovatech.com,Growth,SEO,SEO Specialist,ic2,full_time,2023-07-05,2023-07-28,EMP-0049,Kyiv,Ukraine,2500,EUR,annual,f,Ukraine,active,,,
EMP-0340,Saulius,Noreika,saulius.noreika@enovatech.com,Product,Core Product,Head of Product,director,full_time,2023-07-06,2023-07-17,EMP-0162,Vilnius,Lithuania,123000,EUR,annual,m,Lithuania,terminated,2024-07-14,end_of_contract,
EMP-0341,Mia,Roberts,mia.roberts@enovatech.com,Product,UX Research,Product Designer,ic2,full_time,2023-01-06,2023-01-15,EMP-0079,London,United Kingdom,67500,GBP,annual,f,United Kingdom,active,,,
EMP-0342,Mykola,Melnyk,mykola.melnyk@enovatech.com,HR,Compensation,HR Manager,manager,full_time,2023-10-11,2023-11-04,EMP-0005,Kyiv,Ukraine,61500,EUR,annual,m,Ukraine,terminated,2024-08-20,,
EMP-0343,Filip,Dabrowska,filip.dabrowska@enovatech.com,Finance,FP&A,Senior Financial Analyst,ic3,full_time,2023-11-19,2023-12-10,EMP-0176,Warsaw,Poland,6700,EUR,annual,m,Poland,active,,,
EMP-0344,Katharina,Schmidt,katharina.schmidt@enovatech.com,Finance,FP&A,Finance Analyst,ic1,contractor,2023-11-25,2023-12-17,EMP-0167,Berlin,Germany,46500,EUR,annual,f,Germany,active,,,
EMP-0345,Lisa,Bauer,lisa.bauer@enovatech.com,HR,Talent Acquisition,L&D Specialist,ic2,full_time,2023-01-19,2023-01-28,EMP-0056,Berlin,Germany,74500,EUR,annual,f,Germany,active,,,
